"week","team","opponent_team"
"13","HOU","IND"
"13","JAX","MIN"
"13","NYJ","LV"
"13","ARI","LA"
"13","SEA","NYG"
"13","PHI","GB"
"13","LAC","NE"
"13","DEN","KC"
"13","PIT","WAS"
"13","SF","BUF"
"13","DAL","BAL"
"14","LA","NE"
"14","DEN","CAR"
"14","CHI","HOU"
"14","DAL","CIN"
"14","ARI","NYG"
"14","TEN","JAX"
"14","KC","MIA"
"14","TB","MIN"
"14","IND","LV"
"14","SEA","NYJ"
"14","LAC","ATL"
"14","GB","DET"
"14","PHI","NO"
"14","WAS","SF"
"14","BUF","PIT"
"14","BAL","CLE"
"14","NE","LA"
"14","CAR","DEN"
"14","HOU","CHI"
"14","CIN","DAL"
"14","NYG","ARI"
"14","JAX","TEN"
"14","MIA","KC"
"14","MIN","TB"
"14","LV","IND"
"14","NYJ","SEA"
"14","ATL","LAC"
"14","DET","GB"
"14","NO","PHI"
"14","SF","WAS"
"14","PIT","BUF"
"14","CLE","BAL"
"15","LAC","LV"
"15","BUF","DEN"
"15","GB","CAR"
"15","TB","ATL"
"15","CHI","MIN"
"15","IND","HOU"
"15","DAL","SF"
"15","TEN","DET"
"15","BAL","JAX"
"15","MIA","NE"
"15","SEA","WAS"
"15","ARI","PHI"
"15","NYJ","LA"
"15","KC","NO"
"15","CLE","NYG"
"15","CIN","PIT"
"15","LV","LAC"
"15","DEN","BUF"
"15","CAR","GB"
"15","ATL","TB"
"15","MIN","CHI"
"15","HOU","IND"
"15","SF","DAL"
"15","DET","TEN"
"15","JAX","BAL"
"15","NE","MIA"
"15","WAS","SEA"
"15","PHI","ARI"
"15","LA","NYJ"
"15","NO","KC"
"15","NYG","CLE"
"15","PIT","CIN"
"16","NO","MIN"
"16","TB","DET"
"16","SF","ARI"
"16","MIA","LV"
"16","KC","ATL"
"16","CHI","JAX"
"16","CIN","HOU"
"16","NYJ","CLE"
"16","PIT","IND"
"16","BAL","NYG"
"16","CAR","WAS"
"16","LAC","DEN"
"16","DAL","PHI"
"16","SEA","LA"
"16","GB","TEN"
"16","BUF","NE"
"16","MIN","NO"
"16","DET","TB"
"16","ARI","SF"
"16","LV","MIA"
"16","ATL","KC"
"16","JAX","CHI"
"16","HOU","CIN"
"16","CLE","NYJ"
"16","IND","PIT"
"16","NYG","BAL"
"16","WAS","CAR"
"16","DEN","LAC"
"16","PHI","DAL"
"16","LA","SEA"
"16","TEN","GB"
"16","NE","BUF"
"17","TB","ATL"
"17","BUF","MIA"
"17","BAL","CIN"
"17","CLE","PIT"
"17","NYG","DAL"
"17","MIN","DET"
"17","NE","NYJ"
"17","NO","CAR"
"17","GB","CHI"
"17","IND","JAX"
"17","LA","ARI"
"17","LV","DEN"
"17","TEN","HOU"
"17","LAC","KC"
"17","SEA","SF"
"17","WAS","PHI"
"17","ATL","TB"
"17","MIA","BUF"
"17","CIN","BAL"
"17","PIT","CLE"
"17","DAL","NYG"
"17","DET","MIN"
"17","NYJ","NE"
"17","CAR","NO"
"17","CHI","GB"
"17","JAX","IND"
"17","ARI","LA"
"17","DEN","LV"
"17","HOU","TEN"
"17","KC","LAC"
"17","SF","SEA"
"17","PHI","WAS"
"2","CLE","CIN"
"2","DAL","ATL"
"2","BUF","MIA"
"2","TB","CAR"
"2","CHI","NYG"
"2","IND","MIN"
"2","PIT","DEN"
"2","GB","DET"
"2","TEN","JAX"
"2","SF","NYJ"
"2","LA","PHI"
"2","ARI","WAS"
"2","BAL","HOU"
"2","KC","LAC"
"2","SEA","NE"
"2","LV","NO"
"2","CIN","CLE"
"2","ATL","DAL"
"2","MIA","BUF"
"2","CAR","TB"
"2","NYG","CHI"
"2","MIN","IND"
"2","DEN","PIT"
"2","DET","GB"
"2","JAX","TEN"
"2","NYJ","SF"
"2","PHI","LA"
"2","WAS","ARI"
"2","HOU","BAL"
"2","LAC","KC"
"2","NE","SEA"
"2","NO","LV"
"3","MIA","JAX"
"3","CHI","ATL"
"3","BUF","LA"
"3","PHI","CIN"
"3","CLE","WAS"
"3","PIT","HOU"
"3","TEN","MIN"
"3","NE","LV"
"3","SF","NYG"
"3","CAR","LAC"
"3","IND","NYJ"
"3","DET","ARI"
"3","SEA","DAL"
"3","TB","DEN"
"3","GB","NO"
"3","KC","BAL"
"3","JAX","MIA"
"3","ATL","CHI"
"3","LA","BUF"
"3","CIN","PHI"
"3","WAS","CLE"
"3","HOU","PIT"
"3","MIN","TEN"
"3","LV","NE"
"3","NYG","SF"
"3","LAC","CAR"
"3","NYJ","IND"
"3","ARI","DET"
"3","DAL","SEA"
"3","DEN","TB"
"3","NO","GB"
"3","BAL","KC"
"4","DEN","NYJ"
"4","CAR","ARI"
"4","IND","CHI"
"4","CIN","JAX"
"4","CLE","DAL"
"4","NO","DET"
"4","MIN","HOU"
"4","SEA","MIA"
"4","BAL","WAS"
"4","TB","LAC"
"4","LA","NYG"
"4","BUF","LV"
"4","PHI","SF"
"4","KC","NE"
"4","GB","ATL"
"4","NYJ","DEN"
"4","ARI","CAR"
"4","CHI","IND"
"4","JAX","CIN"
"4","DAL","CLE"
"4","DET","NO"
"4","HOU","MIN"
"4","MIA","SEA"
"4","WAS","BAL"
"4","LAC","TB"
"4","NYG","LA"
"4","LV","BUF"
"4","SF","PHI"
"4","NE","KC"
"4","ATL","GB"
"5","CHI","TB"
"5","CAR","ATL"
"5","BAL","CIN"
"5","ARI","NYJ"
"5","HOU","JAX"
"5","LV","KC"
"5","PIT","PHI"
"5","LA","WAS"
"5","MIA","SF"
"5","CLE","IND"
"5","DAL","NYG"
"5","SEA","MIN"
"5","NO","LAC"
"5","TEN","BUF"
"5","TB","CHI"
"5","ATL","CAR"
"5","CIN","BAL"
"5","NYJ","ARI"
"5","JAX","HOU"
"5","KC","LV"
"5","PHI","PIT"
"5","WAS","LA"
"5","SF","MIA"
"5","IND","CLE"
"5","NYG","DAL"
"5","MIN","SEA"
"5","LAC","NO"
"5","BUF","TEN"
"6","DEN","NE"
"6","DET","JAX"
"6","ATL","MIN"
"6","CHI","CAR"
"6","IND","CIN"
"6","PIT","CLE"
"6","TEN","HOU"
"6","NYG","WAS"
"6","BAL","PHI"
"6","MIA","NYJ"
"6","TB","GB"
"6","SF","LA"
"6","KC","BUF"
"6","ARI","DAL"
"6","NE","DEN"
"6","JAX","DET"
"6","MIN","ATL"
"6","CAR","CHI"
"6","CIN","IND"
"6","CLE","PIT"
"6","HOU","TEN"
"6","WAS","NYG"
"6","PHI","BAL"
"6","NYJ","MIA"
"6","GB","TB"
"6","LA","SF"
"6","BUF","KC"
"6","DAL","ARI"
"7","PHI","NYG"
"7","GB","HOU"
"7","PIT","TEN"
"7","DET","ATL"
"7","BUF","NYJ"
"7","NO","CAR"
"7","CLE","CIN"
"7","WAS","DAL"
"7","TB","LV"
"7","KC","DEN"
"7","SF","NE"
"7","LAC","JAX"
"7","ARI","SEA"
"7","LA","CHI"
"7","NYG","PHI"
"7","HOU","GB"
"7","TEN","PIT"
"7","ATL","DET"
"7","NYJ","BUF"
"7","CAR","NO"
"7","CIN","CLE"
"7","DAL","WAS"
"7","LV","TB"
"7","DEN","KC"
"7","NE","SF"
"7","JAX","LAC"
"7","SEA","ARI"
"7","CHI","LA"
"8","ATL","CAR"
"8","IND","DET"
"8","MIN","GB"
"8","MIA","LA"
"8","PIT","BAL"
"8","BUF","NE"
"8","CIN","TEN"
"8","LV","CLE"
"8","KC","NYJ"
"8","DEN","LAC"
"8","SEA","SF"
"8","NO","CHI"
"8","PHI","DAL"
"8","TB","NYG"
"8","CAR","ATL"
"8","DET","IND"
"8","GB","MIN"
"8","LA","MIA"
"8","BAL","PIT"
"8","NE","BUF"
"8","TEN","CIN"
"8","CLE","LV"
"8","NYJ","KC"
"8","LAC","DEN"
"8","SF","SEA"
"8","CHI","NO"
"8","DAL","PHI"
"8","NYG","TB"
"9","GB","SF"
"9","BAL","IND"
"9","MIN","DET"
"9","HOU","JAX"
"9","ATL","DEN"
"9","BUF","SEA"
"9","KC","CAR"
"9","TEN","CHI"
"9","NYG","WAS"
"9","LV","LAC"
"9","MIA","ARI"
"9","PIT","DAL"
"9","NO","TB"
"9","NE","NYJ"
"9","SF","GB"
"9","IND","BAL"
"9","DET","MIN"
"9","JAX","HOU"
"9","DEN","ATL"
"9","SEA","BUF"
"9","CAR","KC"
"9","CHI","TEN"
"9","WAS","NYG"
"9","LAC","LV"
"9","ARI","MIA"
"9","DAL","PIT"
"9","TB","NO"
"9","NYJ","NE"
