"player_id","player_name","position","recent_team","season","week","completions","attempts","passing_yards","passing_tds","interceptions","sacks","sack_yards","sack_fumbles","sack_fumbles_lost","passing_air_yards","passing_yards_after_catch","passing_first_downs","passing_epa","passing_2pt_conversions","pacr","dakota","carries","rushing_yards","rushing_tds","rushing_fumbles","rushing_fumbles_lost","rushing_first_downs","rushing_epa","rushing_2pt_conversions","receptions","targets","receiving_yards","receiving_tds","receiving_fumbles","receiving_fumbles_lost","receiving_air_yards","receiving_yards_after_catch","receiving_first_downs","receiving_epa","receiving_2pt_conversions","racr","target_share","air_yards_share","wopr","special_teams_tds","fantasy_points","fantasy_points_ppr","opponent_team"
"00-0027029","LeSean McCoy","RB","TB",2020,14,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,4,32,0,0,0,2,2.56963636854198,0,1,1,3,0,0,0,-4,7,0,1.3953338197316,0,-0.75,0.0454545454545455,-0.0175438596491228,0.0559011164274322,0,3.5,4.5,NA
"00-0027029","LeSean McCoy","RB","TB",2020,15,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,3,3,32,0,0,0,-2,34,0,-0.70446309633553,0,-16,0.0697674418604651,-0.00625,0.100276162790698,0,3.2,6.2,NA
"00-0027029","LeSean McCoy","RB","TB",2020,16,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,1,1,5,0,0,0,2,3,0,-0.975093523024519,0,2.5,0.024390243902439,0.00428265524625268,0.0395832245260354,0,0.5,1.5,NA
"00-0027966","Mark Ingram","RB","BAL",2020,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,10,29,0,0,0,1,-1.98265186569188,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,2.9,2.9,NA
"00-0027966","Mark Ingram","RB","BAL",2020,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,9,55,1,0,0,2,4.20520032951026,0,2,3,22,0,0,0,17,22,1,-0.233070630948204,0,1.29411764705882,0.130434782608696,0.102409638554217,0.267338920900995,0,13.7,15.7,NA
"00-0027966","Mark Ingram","RB","BAL",2020,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,7,30,0,0,0,2,-0.522585608880036,0,0,1,0,0,0,0,-6,0,0,-0.587728161364794,0,0,0.037037037037037,-0.0238095238095238,0.0388888888888889,0,3,3,NA
"00-0027966","Mark Ingram","RB","BAL",2020,4,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,8,34,1,0,0,2,1.07528398040449,0,1,1,3,0,0,0,3,0,0,-0.0522164891590364,0,1,0.0434782608695652,0.00826446280991736,0.07100251527129,0,9.7,10.7,NA
"00-0027966","Mark Ingram","RB","BAL",2020,5,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,11,57,0,0,0,2,-1.7799531557248,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,5.7,5.7,NA
"00-0027966","Mark Ingram","RB","BAL",2020,6,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,5,20,0,0,0,1,0.0324336608173326,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,2,2,NA
"00-0027966","Mark Ingram","RB","BAL",2020,10,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,5,5,0,0,0,0,-5.68116309423931,0,2,2,24,0,0,0,4,20,1,1.47292273724452,0,6,0.0588235294117647,0.0154440154440154,0.0990461049284579,0,2.9,4.9,NA
"00-0027966","Mark Ingram","RB","BAL",2020,11,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,2,2,0,0,0,0,-0.932188372826204,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,0.2,0.2,NA
"00-0027966","Mark Ingram","RB","BAL",2020,13,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,6,28,0,0,0,3,0.967551808047574,0,1,1,1,0,0,0,-6,7,0,-0.557863699039444,0,-0.166666666666667,0.0588235294117647,-0.0638297872340425,0.0435544430538173,0,2.9,3.9,NA
"00-0027966","Mark Ingram","RB","BAL",2020,17,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,9,39,0,0,0,1,-0.951494295150042,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,3.9,3.9,NA
"00-0028063","Taiwan Jones","RB","BUF",2020,5,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,23,0,0,-0.557478073402308,0,0,0.0222222222222222,0.0600522193211488,0.0753698868581375,0,0,0,NA
"00-0028063","Taiwan Jones","RB","BUF",2020,16,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,21,0,0,-0.469874899019487,0,0,0.0263157894736842,0.0544041450777202,0.0775565857649305,0,0,0,NA
"00-0028074","Anthony Sherman","RB","KC",2020,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,1,2,0,0,0,1,2.17886031488888,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,0.2,0.2,NA
"00-0028074","Anthony Sherman","RB","KC",2020,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,1,0,0,0,0,0,-3.26274216524325,0,1,1,5,1,0,0,-2,7,1,2.74649298866279,0,-2.5,0.024390243902439,-0.00584795321637427,0.0324917986021966,0,6.5,7.5,NA
"00-0028074","Anthony Sherman","RB","KC",2020,14,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,10,0,0,-0.411283191875555,0,0,0.0294117647058824,0.0314465408805031,0.0661302256751757,0,0,0,NA
"00-0028074","Anthony Sherman","RB","KC",2020,17,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,1,6,0,0,0,1,0.676140090916306,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,0.6,0.6,NA
"00-0028087","Dion Lewis","RB","NYG",2020,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,1,1,0,0,0,0,-0.514994911383837,0,0,1,0,0,0,0,1,0,0,-0.697192444698885,0,0,0.0256410256410256,0.00411522633744856,0.0413421968977525,0,0.1,0.1,NA
"00-0028087","Dion Lewis","RB","NYG",2020,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,10,20,1,0,0,2,-0.527512448257767,0,4,5,36,0,0,0,8,25,3,3.13491257926216,0,4.5,0.138888888888889,0.0329218106995885,0.231378600823045,0,11.6,15.6,NA
"00-0028087","Dion Lewis","RB","NYG",2020,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,1,0,0,0,0,0,-0.5894726337865,0,1,3,10,0,0,0,6,5,1,0.527917509549297,0,1.66666666666667,0.0967741935483871,0.0220588235294118,0.160602466793169,0,1,2,NA
"00-0028087","Dion Lewis","RB","NYG",2020,4,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,1,10,0,0,0,1,0.774373610736802,0,2,3,8,0,0,0,17,3,0,-0.949948994779092,0,0.470588235294118,0.0833333333333333,0.0813397129186603,0.181937799043062,0,1.8,3.8,NA
"00-0028087","Dion Lewis","RB","NYG",2020,5,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,2,4,1,0,0,0,6,4,0,-2.91451591311793,0,0.166666666666667,0.137931034482759,0.0310880829015544,0.228658209755226,0,0.1,2.1,NA
"00-0028087","Dion Lewis","RB","NYG",2020,6,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,1,1,10,0,0,0,-2,12,1,1.29277336405357,0,-5,0.0555555555555556,-0.016,0.0721333333333333,0,1,2,NA
"00-0028087","Dion Lewis","RB","NYG",2020,7,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,3,23,0,1,1,1,-1.78812812277465,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,0.3,0.3,NA
"00-0028087","Dion Lewis","RB","NYG",2020,8,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,2,3,8,1,0,0,4,5,1,1.3204067609166,0,2,0.0731707317073171,0.012779552715655,0.118701784461934,0,6.8,8.8,NA
"00-0028087","Dion Lewis","RB","NYG",2020,9,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,3,5,0,0,0,0,-3.94097902043723,0,2,2,16,0,0,0,5,11,0,-1.04837073658776,0,3.2,0.0606060606060606,0.031055900621118,0.112648221343874,0,2.1,4.1,NA
"00-0028087","Dion Lewis","RB","NYG",2020,10,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,2,2,17,0,0,0,16,1,1,1.12765429420473,0,1.0625,0.0714285714285714,0.0675105485232067,0.154400241109102,0,1.7,3.7,NA
"00-0028087","Dion Lewis","RB","NYG",2020,12,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,2,10,0,0,0,1,1.58141549436519,0,1,3,7,0,0,0,2,9,1,-0.476155964539905,0,3.5,0.0810810810810811,0.00611620795107034,0.125902967187371,0,1.7,2.7,NA
"00-0028087","Dion Lewis","RB","NYG",2020,13,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,3,6,0,0,0,0,-0.231161924195476,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,0.6,0.6,NA
"00-0028087","Dion Lewis","RB","NYG",2020,14,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,2,14,1,0,0,1,0.607895442342851,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,7.4,7.4,NA
"00-0028087","Dion Lewis","RB","NYG",2020,15,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,1,4,0,0,0,0,-0.755367080739234,0,2,2,14,0,0,0,9,5,0,0.154059898399282,0,1.55555555555556,0.0625,0.0302013422818792,0.114890939597315,0,1.8,3.8,NA
"00-0028087","Dion Lewis","RB","NYG",2020,16,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,1,15,0,0,0,1,1.16377327771625,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,1.5,1.5,NA
"00-0028087","Dion Lewis","RB","NYG",2020,17,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,1,7,0,0,0,1,0.471980447182432,0,0,1,0,0,0,0,-3,0,0,-1.35854345746338,0,0,0.04,-0.0104529616724739,0.0526829268292683,0,0.7,0.7,NA
"00-0029141","Alfred Morris","RB","NYG",2020,8,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,8,28,0,0,0,2,-1.82910555193666,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,2.8,2.8,NA
"00-0029141","Alfred Morris","RB","NYG",2020,9,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,9,67,0,0,0,4,2.19535351049853,0,1,1,4,0,0,0,-2,6,0,-0.145802867598832,0,-2,0.0303030303030303,-0.0124223602484472,0.0367588932806324,0,7.1,8.1,NA
"00-0029141","Alfred Morris","RB","NYG",2020,10,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,8,34,0,0,0,1,-0.649219106300734,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,3.4,3.4,NA
"00-0029141","Alfred Morris","RB","NYG",2020,12,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,4,8,0,0,0,0,-1.67146927048452,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,0.8,0.8,NA
"00-0029141","Alfred Morris","RB","NYG",2020,13,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,8,39,1,0,0,2,1.09933951683342,0,1,1,6,1,0,0,1,5,1,1.95621017273515,0,6,0.0454545454545455,0.00543478260869565,0.0719861660079051,0,16.5,17.5,NA
"00-0029141","Alfred Morris","RB","NYG",2020,14,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,3,7,0,0,0,0,-1.00307701621205,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,0.7,0.7,NA
"00-0029141","Alfred Morris","RB","NYG",2020,15,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,7,39,0,0,0,3,1.95381770073436,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,3.9,3.9,NA
"00-0029141","Alfred Morris","RB","NYG",2020,16,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,3,4,0,0,0,1,0.935293476621155,0,1,1,9,0,0,0,3,6,1,1.01081742695533,0,3,0.024390243902439,0.0077720207253886,0.0420257803614306,0,1.3,2.3,NA
"00-0029141","Alfred Morris","RB","NYG",2020,17,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,5,12,0,0,0,0,-0.900845772179309,0,0,1,0,0,0,0,2,0,0,-0.572933745570481,0,0,0.04,0.00696864111498258,0.0648780487804878,0,1.2,1.2,NA
"00-0029615","Lamar Miller","RB","CHI",2020,10,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,2,2,6,0,0,0,2,4,1,-0.041862758807838,0,3,0.0689655172413793,0.00847457627118644,0.109380479251899,0,0.6,2.6,NA
"00-0030107","Theo Riddick","RB","LV",2020,4,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,2,13,0,0,0,1,0.930953064351343,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,1.3,1.3,NA
"00-0030107","Theo Riddick","RB","LV",2020,13,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,3,6,0,0,0,0,-0.834257859096397,0,1,1,3,0,0,0,-5,8,0,-1.14952814928256,0,-0.6,0.0217391304347826,-0.0100200400801603,0.0255946675960617,0,0.9,1.9,NA
"00-0030107","Theo Riddick","RB","LV",2020,15,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,1,-5,0,0,0,0,-0.617118932772428,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,-0.5,-0.5,NA
"00-0030107","Theo Riddick","RB","LV",2020,17,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,4,5,40,0,0,0,15,25,1,0.887111995718442,0,2.66666666666667,0.142857142857143,0.0412087912087912,0.243131868131868,0,4,8,NA
"00-0030288","Rex Burkhead","RB","NE",2020,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,7,32,0,0,0,2,1.39603367559269,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,3.2,3.2,NA
